ID,header,manufacturer,nationality,times_best,avg_rating_when_best,years_covered
1338,BUM Rif War 1920-1927 (5100),BUM,Spanish,8,41.0,1920–1927
2062,BUM French Bombard (2025),BUM,Canadian,8,35.0,1756–1763
2615,Hasegawa Japanese Navy Airmen Set (35116),Hasegawa,Japanese,7,50.0,1937–1943
3033,Orion Hungarian Tank Crew WW2 (72069),Orion,Hungarian,7,49.0,1939–1945
1747,Emhar Portuguese Infantry and Cazadores (7217),Emhar,Portuguese,7,46.0,1806–1812
2870,Strelets Dutch Cuirassiers (259),Strelets,Dutch,7,46.0,1707–1713
2580,Strelets WWII Indian Infantry Heavy Weapons (M129),Strelets,Indian,7,44.0,1939–1945
2937,Strelets Dutch Infantry Firing Line (265),Strelets,Dutch,7,43.0,1701–1714
721,Odemars French Revolution (PF09),Odemars,French,7,42.0,1789–1795
1476,HaT Swedish Artillery (8231),HaT,Swedish,7,42.0,1807–1813
1189,Strelets Medieval Levy (2) (M006),Strelets,Italian,7,41.0,1393–1399
507,Airfix WWII Gurkhas (01754),Airfix,Nepalese,7,40.0,1939–1945
3090,Strelets Early Texas Rangers (M165),Strelets,Texian,7,40.0,1823–1829
2521,Strelets Indian Troops (M119),Strelets,Pakistani,7,39.0,1939–1945
1821,Mars Saxon Infantry (72035),Mars,German,7,38.0,1715–1721
635,Atlantic Hitler - Brown Shirts - SS (9008),Atlantic,German,7,26.0,1925–1931
1870,HaT Prussian Infantry Marching (8253),HaT,German,6,50.0,1810–1815
183,IMEX Alamo Defenders (aka Texas Infantry) (509),IMEX,USA,6,48.0,1834–1839
318,Revell British Rifles (02581),Revell,British,6,47.0,1802–1807
2681,Strelets Cannone da 105/28 Schneider Ansaldo (A016),Strelets,Italian,6,47.0,1946–1951
620,Orion Red 1st Cavalry (72011),Orion,Russian,6,46.0,1919–1924
1388,Caesar Modern Israeli Defence Force (H057),Caesar,Israeli,6,46.0,1995–2000
1387,Caesar Partisans in Europe (H056),Caesar,Belgian,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Bosnian,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Croatian,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Czech,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Dutch,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Norwegian,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Polish,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Serbian,6,45.0,1940–1945
1387,Caesar Partisans in Europe (H056),Caesar,Yugoslavian,6,45.0,1940–1945
2597,Strelets WWI Polish Infantry (Blue Army) (M130),Strelets,Polish,6,45.0,1917–1922
1028,Strelets German Uhlans (072),Strelets,German,6,44.0,1908–1913
561,Airfix NATO Ground Crew (01758),Airfix,Spanish,6,43.0,1975–1980
603,Esci NATO Pilots and Ground Crew (243),Esci,Belgian,6,43.0,1985–1990
603,Esci NATO Pilots and Ground Crew (243),Esci,Dutch,6,43.0,1985–1990
159,HaT Austrian Infantry (8060),HaT,Austrian,6,41.0,1908–1913
2096,HaT Colonial Ox Wagon (8286),HaT,South African,6,39.0,1810–1815
2802,T-Model Middle East Military Man Set (TK7312),T-Model,Afghan,6,38.0,2015–2020
141,HaT Bavarian Cavalry (8030),HaT,Bavarian,6,37.0,1799–1804
1550,RedBox Chinese Regiment (72032),RedBox,Chinese,6,32.0,1899–1906
2486,Panzer vs Tanks German Ground Crew Set 1 (003),Panzer vs Tanks,German,5,50.0,1914–1918
2698,Strelets British Infantry Standing Order Arms (201),Strelets,British,5,49.0,1812–1816
198,Italeri Confederate Cavalry (6011),Italeri,Confederate,5,48.0,1861–1865
539,Dark Dream Studio Pilots of the First World War (72003),Dark Dream Studio,British,5,48.0,1914–1918
539,Dark Dream Studio Pilots of the First World War (72003),Dark Dream Studio,French,5,48.0,1914–1918
539,Dark Dream Studio Pilots of the First World War (72003),Dark Dream Studio,Russian,5,48.0,1914–1918
1062,Italeri Mamelukes (6082),Italeri,French,5,48.0,1799–1803
2272,HaT Napoleonic Spanish Command (8303),HaT,Spanish,5,48.0,1805–1809
2271,HaT British Infantry Command (8304),HaT,British,5,47.0,1797–1801
2958,Orion French Tank Crew WW2 (72064),Orion,French,5,47.0,1935–1939
110,Esci NATO Troops (241),Esci,French,5,46.0,1985–1989
110,Esci NATO Troops (241),Esci,Italian,5,46.0,1985–1989
1348,RedBox Scurrers (72046),RedBox,British,5,46.0,1481–1485
1454,HaT 1806 Prussian Dragoons (8196),HaT,German,5,46.0,1800–1804
1939,HaT WWI Turkish Cavalry (8274),HaT,Turkish,5,46.0,1914–1918
1387,Caesar Partisans in Europe (H056),Caesar,French,5,45.0,1941–1945
1485,Waterloo 1815 Italian Mountain Troops 'Alpini' (057),Waterloo 1815,Italian,5,45.0,1909–1913
882,Zvezda Saxon Cuirassiers (8035),Zvezda,Saxon,5,44.0,1810–1814
1525,Hasegawa U.S. Aerospace Ground Equipment Set (35006),Hasegawa,USA,5,44.0,1975–1979
1875,HaT WWI Austrian Artillery Crew (8258),HaT,Austrian,5,44.0,1914–1918
434,HaT WWI Turkish Infantry (8070),HaT,Turkish,5,42.0,1909–1913
794,Waterloo 1815 Anglo-Egyptian Army (013),Waterloo 1815,Egyptian,5,41.0,1880–1884
698,Strelets French Light Infantry (024),Strelets,French,5,40.0,1845–1849
913,Mars German Don Cossacks (72113),Mars,Ukrainian,5,39.0,1941–1945
1785,HaT Askari (8268),HaT,Cameroonian,5,39.0,1914–1918
2211,Strelets Police Battalion (M086),Strelets,Estonian,5,39.0,1941–1945
2211,Strelets Police Battalion (M086),Strelets,Latvian,5,39.0,1941–1945
2211,Strelets Police Battalion (M086),Strelets,Lithuanian,5,39.0,1941–1945
2236,Ultima Ratio Carthaginian Army: Iberian Infantry Part 1 (UR016),Ultima Ratio,Carthaginian,5,38.0,-144–-140
2451,RedBox European Mounted Men-at-Arms (72047),RedBox,Dutch,5,38.0,1455–1459
584,Airfix Modern Russians (01760),Airfix,Russian,5,34.0,1970–1974
712,Lucky Toys Austrian Uhlans (TL0005),Lucky Toys,Austrian,5,32.0,1862–1866
911,Coates & Shine WWI German Colonial Infantry (8123),Coates & Shine,Burundi,5,30.0,1914–1918
911,Coates & Shine WWI German Colonial Infantry (8123),Coates & Shine,Rwandan,5,30.0,1914–1918
2920,Model Kasten JNAF Aircrew 'Rabaul Zero Fighter' (F-11 1800),Model Kasten,Japanese,4,50.0,1933–1936
241,Matchbox ANZAC Infantry (P5008),Matchbox,Australian,4,49.0,1942–1945
241,Matchbox ANZAC Infantry (P5008),Matchbox,New Zealand,4,49.0,1942–1945
932,Preiser Soviet Infantrymen on a Tank (72525),Preiser,Russian,4,49.0,1941–1945
1340,Emhar British Infantry (7214),Emhar,British,4,48.0,1808–1811
90,Esci British 8th Army Soldiers (207),Esci,British,4,47.0,1940–1943
807,IMEX Chinese People's Liberation Army (531),IMEX,Chinese,4,47.0,1949–1952
3073,First To Fight CKM wz.30 in Cavalry Service (PL1939-120),First To Fight,Polish,4,47.0,1936–1939
2300,Caesar European Medieval Foot Soldiers and Archers (H088),Caesar,British,4,46.0,1486–1489
1151,Zvezda Russian Infantry of Peter the Great (8049),Zvezda,Russian,4,45.0,1722–1725
1430,HaT Romanian Artillery Crew (8160),HaT,Romanian,4,45.0,1942–1945
1449,HaT 1806 Saxon Infantry (8187),HaT,Saxon,4,42.0,1806–1809
2653,Strelets Japanese Type 38 75mm Field Gun (176),Strelets,Japanese,4,42.0,1927–1930
1038,IMEX British Artillery (555),IMEX,British,4,39.0,1764–1767
1825,Strelets WWII US Navy with Anti-Aircraft Machine-Gun (M112),Strelets,USA,4,39.0,1936–1939
1922,RedBox Hussite Infantry (72039),RedBox,Czech,4,39.0,1437–1440
1922,RedBox Hussite Infantry (72039),RedBox,Hussite,4,39.0,1437–1440
2151,Ultima Ratio Soviet Motorized Infantry Spetsnaz (UR002),Ultima Ratio,Russian,4,39.0,1986–1989
2473,Strelets Hastings 1066: Anglo-Saxon Army (912),Strelets,Anglo-Saxon,4,37.0,1067–1070
2540,Strelets Foot Rif Rebels (185),Strelets,Moroccan,4,35.0,1929–1932
2540,Strelets Foot Rif Rebels (185),Strelets,Rifian,4,35.0,1929–1932
1596,Zvezda Russian Guard Heavy Artillery (8045),Zvezda,Russian,3,50.0,1812–1814
2488,Panzer vs Tanks US Navy Sailors Combat Set 2 (005),Panzer vs Tanks,USA,3,50.0,1942–1945
1305,Pegasus German 75mm le IG18 (7510),Pegasus,German,3,49.0,1932–1934
2747,Strelets Bavarian Infantry at Ease (270),Strelets,German,3,47.0,1805–1807
2814,Strelets Bavarian Infantry on the March (272),Strelets,Bavarian,3,47.0,1813–1815
1590,Waterloo 1815 Napoleonic Mounted Line Officers (028),Waterloo 1815,Dutch,3,45.0,1813–1815
1744,HaT WWI ANZAC Heavy Weapons (8190),HaT,Australian,3,45.0,1914–1916
1744,HaT WWI ANZAC Heavy Weapons (8190),HaT,New Zealand,3,45.0,1914–1916
1754,Strelets Spartacus Army Before Battle (M110),Strelets,German,3,45.0,-75–-73
1754,Strelets Spartacus Army Before Battle (M110),Strelets,Greek,3,45.0,-75–-73
2031,Caesar Modern US Soldiers in Action (Set 2) (H094),Caesar,USA,3,45.0,2013–2015
1020,HaT Assyrian Cavalry (8125),HaT,Iraqi,3,44.0,-611–-609
2053,BUM Whaleboat Rangers (2002),BUM,British,3,44.0,1761–1763
340,Zvezda Napoleonic Guards Cossacks (8018),Zvezda,Russian,3,43.0,1817–1819
3082,HaT Hessian Grenadiers (8353),HaT,German,3,43.0,1781–1783
2507,Mars British Commonwealth Troops (72127),Mars,Canadian,3,42.0,1943–1945
421,Revell Soviet Cossacks (02514),Revell,Russian,3,40.0,1935–1937
919,HaT WWII Romanian Infantry (8118),HaT,Romanian,3,40.0,1939–1941
2583,Strelets Serbian Infantry in Winter Uniform (M126),Strelets,Serbian,3,40.0,1916–1918
1130,HaT WWI Canadian Infantry (8111),HaT,Canadian,3,39.0,1916–1918
2014,HaT WWI Highlanders (8235),HaT,South African,3,37.0,1916–1918
957,Strelets Mounted Boers (037),Strelets,Boer,3,35.0,1903–1905
957,Strelets Mounted Boers (037),Strelets,South African,3,35.0,1903–1905
530,Airfix Guards Band (01701),Airfix,British,3,34.0,2013–2015
2932,Hegemony Gurkhas Indian Mutiny (HG006),Hegemony,Nepalese,3,15.0,1856–1858
876,Emhar Russian Artillery (7208),Emhar,Russian,2,50.0,1854–1855
2360,RedBox WW2 Japanese Kamikaze (72048),RedBox,Japanese,2,50.0,1944–1945
311,Revell Swedish Cavalry (02567),Revell,Swedish,2,49.0,1649–1650
574,Orion Boxer Rebellion (72009),Orion,Chinese,2,49.0,1900–1901
1405,Pegasus WWII Russian Support Weapons Teams in Greatcoats (7274),Pegasus,Russian,2,49.0,1939–1940
2273,HaT Zulu British Infantry Command (8299),HaT,British,2,49.0,1879–1880
47,Airfix U.S.A.F. Personnel (01748),Airfix,USA,2,48.0,1940–1941
2345,Strelets Russian Jaegers in Summer Dress (288),Strelets,Russian,2,48.0,1809–1810
297,Revell British Infantry (02523),Revell,British,2,47.0,1944–1945
1593,Waterloo 1815 Japanese 70mm Gun (003),Waterloo 1815,Japanese,2,47.0,1931–1932
1594,Waterloo 1815 Italian 149/40 Artillery (024),Waterloo 1815,Italian,2,47.0,1944–1945
2809,Strelets Chevau-Légers and Gendarmes of the Guards (239),Strelets,French,2,47.0,1761–1762
501,Esci Commonwealth Infantry (231),Esci,Australian,2,46.0,1940–1941
2828,RedBox Prince's Lifeguard and Fitzjames Horse (72141),RedBox,Scottish,2,46.0,1745–1746
1232,Emhar Prussian Infantry (7213),Emhar,German,2,45.0,1870–1871
1557,Strelets French African Chasseurs (049),Strelets,French,2,45.0,1850–1851
242,Matchbox NATO Paratroopers (P5009),Matchbox,British,2,44.0,1978–1979
435,HaT WWI ANZAC Infantry (8071),HaT,Australian,2,44.0,1917–1918
435,HaT WWI ANZAC Infantry (8071),HaT,New Zealand,2,44.0,1917–1918
877,Emhar American Infantry (7209),Emhar,USA,2,44.0,1917–1918
1135,HaT 1806 Prussian Elites (8136),HaT,German,2,44.0,1798–1799
1904,HaT WWI Belgian Carabinier Bicyclists (8275),HaT,Belgian,2,44.0,1914–1915
1907,Strelets Russian Mountain Artillery (Winter Uniform) (113),Strelets,Russian,2,44.0,1877–1878
561,Airfix NATO Ground Crew (01758),Airfix,British,2,43.0,1976–1977
730,HaT WWI Russian Infantry Heavy Weapons Set (8080),HaT,Russian,2,43.0,1912–1913
142,HaT Dutch Belgian Light Dragoons (8032),HaT,Belgian,2,42.0,1814–1815
1565,Strelets Austro-Hungarian Honved (074),Strelets,Hungarian,2,42.0,1917–1918
2089,HaT Napoleonic Early-Mid French Marching (8296),HaT,French,2,42.0,1796–1797
2811,Linear-A The Army of Pyrrhus of Epirus (Set 2) (045),Linear-A,Albanian,2,41.0,-299–-298
2811,Linear-A The Army of Pyrrhus of Epirus (Set 2) (045),Linear-A,Epirote,2,41.0,-299–-298
1551,RedBox Italian Bersaglieri (72030),RedBox,Italian,2,39.0,1900–1901
2219,Strelets WWII Union of South Africa (M103),Strelets,South African,2,39.0,1940–1941
2802,T-Model Middle East Military Man Set (TK7312),T-Model,Iraqi,2,38.0,2019–2020
2802,T-Model Middle East Military Man Set (TK7312),T-Model,Syrian,2,38.0,2019–2020
847,LW Portugal Artillery (2004),LW,Portuguese,2,37.0,1813–1814
1542,RedBox German Sea Battalion (72023),RedBox,German,2,37.0,1900–1901
1780,GerMan Cavalry of Phillip V Dragoons of Marimon (1012),GerMan,Spanish,2,37.0,1702–1703
1824,Strelets WWII New Zealand Troops (M111),Strelets,New Zealand,2,37.0,1940–1941
1828,Mars Scots Mercenaries (72034),Mars,British,2,36.0,1618–1619
559,LW Soviet 45mm Anti-Tank Gun 1932 (21),LW,Russian,2,31.0,1933–1934
910,Coates & Shine WWI Serbian Infantry (8122),Coates & Shine,Serbian,2,29.0,1914–1915
937,Pegasus US Rangers D-Day (7351),Pegasus,USA,1,50.0,1944
1699,"Preiser Soviet Tank Crewmen, 1942 (72526)",Preiser,Russian,1,50.0,1942
2495,Panzer vs Tanks German U-Boat Crew Set 1 (012),Panzer vs Tanks,German,1,50.0,1935
2703,Strelets Russian Infantry Standing Order Arms (217),Strelets,Russian,1,49.0,1815
2797,Strelets Russian Infantry Standing Shoulder Arms (216),Strelets,Russian,1,49.0,1816
1478,Strelets Russian Infantry in Overcoats Shoulder Arms (218),Strelets,Russian,1,48.0,1811
1538,Pegasus WWII French Infantry (7306),Pegasus,French,1,48.0,1940
2645,Strelets Prussian Line Infantry on the March (174),Strelets,German,1,48.0,1816
1342,Emhar Spanish Infantry (7215),Emhar,Spanish,1,47.0,1810
2039,Strelets British Dragoons (256),Strelets,British,1,47.0,1700
3066,Strelets Holy Roman Empire Grenadiers 1701-1714 (269),Strelets,German,1,47.0,1714
143,HaT Roman Catapults (8035),HaT,Italian,1,46.0,-300
1567,Strelets French Artillery (Egypt) (078),Strelets,French,1,45.0,1798
2415,RedBox Turkish Artillery (72066),RedBox,Turkish,1,45.0,1500
798,Caesar WWII Underground Resisters (Partisans) (H006),Caesar,Belgian,1,44.0,1939
798,Caesar WWII Underground Resisters (Partisans) (H006),Caesar,Czech,1,44.0,1939
798,Caesar WWII Underground Resisters (Partisans) (H006),Caesar,Dutch,1,44.0,1939
798,Caesar WWII Underground Resisters (Partisans) (H006),Caesar,Yugoslavian,1,44.0,1939
1574,Strelets Thin Red Line (903),Strelets,Turkish,1,44.0,1854
1618,Dark Dream Studio European Knights (72005),Dark Dream Studio,Italian,1,44.0,1500
342,Revell Australian Infantry (02501),Revell,Australian,1,43.0,1939
603,Esci NATO Pilots and Ground Crew (243),Esci,French,1,43.0,1990
603,Esci NATO Pilots and Ground Crew (243),Esci,USA,1,43.0,1989
900,Italeri Russian Infantry (Winter Uniform) (6069),Italeri,Russian,1,43.0,1938
1133,HaT Parthian Heavy Cavalry (8145),HaT,Persian,1,43.0,-250
1716,"Zvezda Prussian Grenadiers of Frederick II ""the Great"" (8071)",Zvezda,German,1,43.0,1740
2554,Strelets Turkish Infantry in Tropical Uniform (M122),Strelets,Turkish,1,43.0,1919
2605,Strelets British Camel Corps (165),Strelets,Australian,1,43.0,1919
2605,Strelets British Camel Corps (165),Strelets,New Zealand,1,43.0,1919
1248,Strelets Russian Infantry in Winter Uniform (M017),Strelets,Russian,1,42.0,1925
1393,Caesar Modern Militia (H063),Caesar,Somalian,1,42.0,2005
493,Strelets French Foot Dragoons and Polish Grenadiers (009),Strelets,Polish,1,41.0,1806
645,HaT 1806 Prussian Musketeers (8083),HaT,German,1,41.0,1797
923,HaT WWI US Infantry (8112),HaT,USA,1,41.0,1919
1327,BUM National Regular Army (5005),BUM,Spanish,1,41.0,1940
1407,GerMan British Infantry in Egypt 1800 (0023),GerMan,Indian,1,41.0,1801
827,HaT WWII Polish Infantry (8115),HaT,Polish,1,40.0,1935
1311,Lucky Toys Piedmont Infantry and Bersaglieri (TL0006),Lucky Toys,Italian,1,40.0,1850
1301,HaT Napoleonic Swedish Cavalry (8178),HaT,Swedish,1,39.0,1814
1625,HaT Carthaginian Veterans (8212),HaT,Carthaginian,1,39.0,-145
1912,Strelets Austro-Hungarian Infantry in Gas Masks (M059),Strelets,Hungarian,1,39.0,1916
1346,Mars Lithuanian-Russian Heavy Infantry (72066),Mars,Lithuanian,1,38.0,1400
1555,RedBox Gangsters (72036),RedBox,USA,1,38.0,1935
1547,RedBox Civilian Volunteers (72028),RedBox,Dutch,1,37.0,1900
1549,RedBox Austrian Sailors (72031),RedBox,Austrian,1,37.0,1900
1553,RedBox Gurkhas (72034),RedBox,Nepalese,1,36.0,1900
2489,Orion Local Communist Force (72056),Orion,Vietnamese,1,33.0,1946
422,Airfix Astronauts (01741),Airfix,USA,1,25.0,1974
